215.01196	-823779651.019142	-1595091363.06224	-1364220200.25364	-240581268.972079	-1408668783.40829	-801468557.526934
215.02615	-362905284.827402	-1018685051.26407	-1821517239.07551	-865160514.318169	-2022019388.92407	216671851.541157
215.04034	862182262.185101	1028166821.43	-494340497.124471	-1619724344.0538	-398218889.570172	1013879134.06908
215.05452	2554216625.49214	-349087213.392848	551493194.226102	-2311946298.69635	533993870.572887	947887681.037891
215.06871	734468506.089037	-1587888546.52445	-163145690.776126	-2762639764.31743	912896417.248341	-139847165.043979
215.0829	535965719.145766	-930125435.7284	706068831.158144	-831770136.032846	1004819319.98406	-711476494.430648
215.09709	634053388.64811	-1490056468.79656	755469946.150156	94902159.5928198	-1038304951.48832	-650459021.432162
215.11128	202508773.278178	-948216491.604694	-1797050190.04911	-916566822.958827	-2572064654.42515	-2149382428.39288
215.12547	458322943.833452	-2237964688.3042	-1697130444.94015	-827022394.946079	-1449033474.67931	-752221477.726362
215.13966	-38943218.5387125	-1467084716.75227	222814414.89852	87852623.0856191	-572386681.287419	139226729.620039
215.15385	3694200324.34257	-3368608066.05991	1955977734.21828	-502186557.008431	1087349596.8922	517843089.839807
215.16805	1006826588.2224	-1747131089.87466	-1584295837.17789	323660258.795022	-1279942457.90061	-43576288.2729337
215.18224	3593782444.09196	-893498906.586261	225101364.648581	1943127457.46671	2028907619.7612	2710881108.74054
215.19643	-43834933.5496583	-1444478718.41361	243316702.343539	-984235537.984594	1386203832.19828	-2483760689.1299
215.21062	564959569.088284	57243832.2510072	-2034948024.1436	-1358562582.5764	357222506.512995	-2198179517.84488
215.22482	-680393477.973662	-2270178126.77702	-1116484552.72929	-1445133235.2477	-646501834.136065	-771614695.450851
215.23901	-909131812.084703	-693710405.90093	-373356049.527633	-882879952.408067	-1328450043.98671	-1136926767.96201
215.2532	-784657931.477318	-1519495856.49295	-2370425056.73598	-1290653961.1545	75299220.7408095	-113303585.17804
215.26741	-1006996904.55933	-468991263.210534	-2392108538.71843	-1110055592.57375	783416765.697836	-2090820693.24928
215.2816	187189037.86609	-2399835081.07007	-2344581391.40906	756077758.889023	-407264474.552525	1873077875.49807
215.29579	2619588871.63474	-1934296883.17153	-2995695887.16783	-1755094777.52835	-1782554029.65153	428371895.703723
215.31	1863492203.68512	-404185935.957995	-1868705654.70599	-1704009618.47209	-1017928129.99109	841705836.041695
215.32419	1862200719.49827	107254411.235223	-2199889182.40033	-922493899.604411	-1010356934.09332	-245350586.578804
215.33839	871441648.884837	-847394939.399177	-1193113230.74914	-505824485.386035	-597310552.126318	-1200226246.4656
215.3526	794393572.967209	-925084891.23013	-570473310.229626	-907959459.267701	-596447312.01878	-1565062878.26076
215.36679	1749186430.95591	-561802843.960703	-900374194.195531	-984274563.728546	412593134.759843	-339752780.386173
215.381	839596717.428994	-117201946.345703	-868416918.976772	-430451514.651454	525107564.223044	-231300845.859291
215.3952	448910413.281131	-52707502.4510263	-1367187445.53291	366744211.243163	294125051.202251	-908446611.498186
215.40939	377527937.862095	-856077393.317211	-888794150.880191	105973958.046425	-473195524.726182	-604110021.297056
215.4236	1646459731.77597	-1346604580.31916	-576635953.896482	-1277724975.83297	-691191280.095135	300380106.019879
215.43781	1969790509.6818	-385386605.206998	-883618357.535259	-1386212888.39976	-1143961216.84455	652544771.950147
215.45201	805006850.83123	90200065.0105841	-1309118659.05755	-886706916.333723	-1898793631.21425	-241799226.356441
215.46622	752451762.471288	-1237350937.06392	-282088527.98058	-113026086.616767	-933066936.815501	-60580677.4230625
215.48041	99685670.9099425	-831470028.107825	-532182596.866434	-581365531.641057	146159480.73113	188221914.350916
215.49461	416882747.308523	-575814227.699857	-42106276.7351443	-659528838.666453	-20124439.2379953	41399736.4622541
215.50882	562579376.299548	-68158956.0502036	410672921.51853	-610734427.142264	-607113380.799248	-15343725.4373137
215.52303	219857071.672969	-694368172.580284	-779799191.215634	-976465954.375438	-829337760.46229	-255233265.381265
215.53725	-363272125.201624	-460204894.370214	-685440522.551921	-448777880.965108	-551120408.785696	854265898.307251
215.55145	-530523165.834321	-696837919.262131	-689101564.017007	-658518891.109465	-690118553.074985	1474136860.64618
215.56566	-1084555153.18669	-161930999.775728	-666889784.634032	-1521996109.57764	-820955345.247938	426327579.568602
215.57986	-214490720.507294	-872094700.031748	-901045723.415437	-890180309.290749	96319412.3800731	577660775.821988
215.59407	-242664793.697917	-38164522.8668957	-1419012.65004536	-648899325.279057	-47753943.0440914	687867603.112219
215.60829	100093605.806783	-71553511.9260469	-573426648.948431	-557923694.921901	19592410.8206618	933125781.085034
215.6225	319399965.971532	-34862372.4262697	54945109.1444182	-564126412.369614	-1011607522.2875	-70286437.1363157
215.6367	791680631.658261	-1051437473.5596	-358874310.803038	-663185311.680457	-488567366.933531	-482267934.477879
215.65092	643764294.192627	-340924828.578238	-291214034.20039	-529848951.188831	1075086820.67242	-388687744.782881
215.66513	148472651.608771	-1288640078.76227	-677519322.390872	122686127.308567	368373394.461486	-159651557.121634
215.67934	1479041394.97325	230304133.087271	-604605489.930065	654172199.512157	-1051860441.74222	-11125323.3402591
215.69356	-745395841.241564	305065932.391482	-132366508.555859	-535826804.886756	79527835.0241752	-314988518.115714
215.70778	135789221.907452	-394683916.979245	194095570.120721	-467569435.988786	-546571020.541247	-649196407.335211
215.72198	-419324113.515404	368347064.429534	-179456345.093383	-1048826385.20186	-271086206.291042	-436422494.619138
215.73621	320139354.785601	497939715.972997	-106414591.168998	232350399.301408	-177138262.320746	480781819.94475
215.75041	355978652.46194	-246644809.466728	-282521988.240029	-137558382.551637	25546980.0031285	735658731.475987
215.76463	608830218.428119	-118432827.804796	-576194395.554825	83697212.8315764	528049348.564002	-24385597.5696869
215.77885	1039613348.01059	264822110.866907	-502802173.625332	44901156.2624229	391730861.17421	-730971412.637
215.79308	15760092.7231606	413424610.1681	-910881523.540553	-218755723.980864	568488378.818154	-993373183.662079
215.80728	277182981.923834	242136824.869631	-821672568.887037	-491893472.033163	886524015.695495	-478373481.620086
215.8215	133419624.617325	-203306866.588782	192287854.523731	55878152.8679721	232035069.514769	7550241.71656156
215.83572	410014316.745998	376638503.593009	176601357.1356	-55418597.17342	-33996991.0550686	449318184.742792
215.84995	95413334.074089	197589418.623641	-106606406.887545	-121546311.181418	110783304.399828	92549882.9193759
215.86417	-227974452.931282	95442856.2233247	80954413.6017606	-313451151.159352	-160171531.583782	-77405726.9781217
215.87839	-391789108.812173	-145330482.663768	528235857.588074	491488128.877127	-394824538.220124	100836571.710162
215.89261	490406687.21807	102077567.611205	668264259.402302	1016979814.59613	-564964205.03086	7293257.80430526
215.90683	636140537.066415	503700940.129654	243476492.831341	254911513.147903	-103845570.031638	-360866934.38363
215.92105	-172845827.894773	236181621.798339	-442696417.238343	149194750.91	-438109965.084335	-131911652.576196
215.93527	-477826863.385946	-238060933.573116	-859715944.922977	530032043.797258	-183255261.79514	517177793.141101
215.94951	163929503.822348	-432576314.917166	-449597556.537905	33814814.7158812	472583694.901019	286690651.682909
215.96373	1279923180.56428	-382542854.031073	122532133.591443	-599931544.089	-170829458.252914	-465030943.210815
215.97795	1213073051.1908	-513795476.103443	-665541931.017532	-999992175.693727	-509930653.346755	-124646772.109028
215.99217	1322911095.25032	-945033337.720354	-430118800.150969	-391247863.06326	-305705415.524002	-649613583.563811
216.00641	417300791.326628	-633426626.134645	-250170340.996623	-302856377.244119	516265860.790576	-892384763.824817
216.02063	-118749631.229562	-55814470.7393016	594301065.712963	424755394.503563	588500925.554802	-71535140.5740997
216.03487	-573247090.11824	-298012018.433555	155385369.245964	6681329.79423866	125771602.539664	-411106073.273821
216.04909	-133506782.690863	524968260.717794	311634214.487982	-737526999.097432	790259254.850673	-332048370.39123
216.06332	-170287847.609023	304446401.230476	2682330.04761208	199901355.739085	552756714.138678	152536158.88847
216.07755	54026263.7673367	-417649244.144592	-230077568.556822	-191607833.604417	603865775.856363	-85107832.1861267
216.09178	329534415.910172	383695698.02343	-401543868.948722	155335363.753006	425422097.92773	330728881.640909
216.106	788477806.466241	370820382.005715	-1088971111.47918	-720064305.025124	154228343.119904	1073003575.41854
216.12024	472863420.821619	-358648147.951876	-1316315626.37453	256139254.762816	1047045053.00392	390929358.930133
216.13448	452393605.408977	-236883165.775655	-340620849.144032	-477878239.987615	-1177578646.31435	374499412.343577
216.1487	57581431.0884522	123370849.227607	-31462821.0136815	-60585116.9184545	1116761012.53927	-374632106.205413
216.16293	-647396559.257525	-334703155.821465	156720168.522452	-1172031809.18952	-33734884.9649106	-966732605.285731
216.17717	290951255.991227	-63781296.6663151	-539313112.747669	-929706272.512766	-521959530.234593	-223882096.419586
216.19141	1091593206.42578	-30615692.7367397	-1102676782.93367	158961024.775269	172294757.556601	-242721677.650657
216.20564	242387845.483613	114533054.815008	-147401342.215611	-341793594.452194	-330712148.095927	-102670934.746787
