202.5824	61200000	0	6.1182146	1	3
273.1993	6970000	2.7091049	7.2459929	1	3
273.3493	9370000	2.7115919	7.2459903	3	5
273.6542	12500000	2.7166398	7.245989	5	7
277.669	132000000	2.7115919	7.175454	3	5
277.827	182000000	2.7091049	7.170428	1	3
277.9831	136000000	2.7115919	7.170428	3	3
277.9831	409000000	2.7166398	7.175454	5	5
278.1416	543000000	2.7115919	7.16787	3	1
278.2972	214000000	2.7166398	7.170428	5	3
280.9761	250000000	5.9459158	10.357248	7	7
281.1112	196000000	5.9459136	10.355219	5	5
281.1781	211000000	5.9459174	10.354075	3	3
284.6716	13100000	2.7091049	7.0631654	1	3
284.8342	17700000	2.7115919	7.0631626	3	5
285.166	23500000	2.7166398	7.0631588	5	7
285.2127	491000000	0	4.3458029	1	3
291.5453	409000000	5.7532468	10.004658	5	5
293.6739	1370000	2.7091049	6.9297	1	3
293.8473	4120000	2.7115919	6.9297	3	3
294.1995	6830000	2.7166398	6.9297	5	3
309.1065	30900000	2.7091049	6.7189932	1	3
309.2984	37400000	2.7115919	6.7189881	3	5
309.689	49600000	2.7166398	6.7189834	5	7
332.9919	3090000	2.7091049	6.4313736	1	3
333.2146	10200000	2.7115919	6.4313736	3	3
333.6674	17000000	2.7166398	6.4313736	5	3
382.93549	89900000	2.7091049	5.9459174	1	3
383.22996	67400000	2.7115919	5.9459174	3	3
383.23037	121000000	2.7115919	5.9459136	3	5
383.82918	161000000	2.7166398	5.9459158	5	7
383.82943	40300000	2.7166398	5.9459136	5	5
389.0241	131000000	7.16787	10.354075	1	3
389.1906	177000000	7.170428	10.355219	3	5
389.3304	98100000	7.170428	10.354075	3	3
389.5572	235000000	7.175454	10.357248	5	7
389.812	58800000	7.175454	10.355219	5	5
393.84	5470000	4.3458029	7.4929973	3	5
398.67533	7300000	4.3458029	7.4548275	3	5
405.75052	10200000	4.3458029	7.4006157	3	5
416.72712	13800000	4.3458029	7.3201534	3	5
435.19056	18400000	4.3458029	7.1939656	3	5
457.10956	254	0	2.7115919	1	3
470.29909	21900000	4.3458029	6.9813495	3	5
473.00285	1340000	4.3458029	6.9662844	3	1
516.73216	11300000	2.7091049	5.107827	1	3
517.26843	33700000	2.7115919	5.107827	3	3
518.36042	56100000	2.7166398	5.107827	5	3
552.84047	13900000	4.3458029	6.587856	3	5
571.1088	3860000	4.3458029	6.5161391	3	1
631.8716	263000	5.107827	7.0694581	3	5
631.9236	264000	5.107827	7.0692968	3	3
631.9493	263000	5.107827	7.0692167	3	1
706.0409	851000	5.7532468	7.50881	5	7
719.3172	1180000	5.7532468	7.4764062	5	7
729.106	62700	5.3937259	7.0937549	1	3
738.7685	1740000	5.7532468	7.4310388	5	7
765.7603	1230000	5.107827	6.7264807	3	5
765.9152	1230000	5.107827	6.7261534	3	3
765.9902	1230000	5.107827	6.7259951	3	1
769.155	2660000	5.7532468	7.364756	5	7
788.1667	456000	5.932788	7.505426	5	7
793.0806	478000	5.9459136	7.50881	5	7
793.0806	538000	5.9459158	7.50881	7	9
793.0806	452000	5.9459174	7.50881	3	5
794.707	29100	5.9315428	7.491233	1	3
795.339	145000	5.932788	7.491233	5	3
804.773	353000	5.9315428	7.471732	1	3
804.9854	478000	5.9319513	7.471732	3	5
805.4232	636000	5.932788	7.471732	5	7
809.8724	682000	5.9459136	7.4764062	5	7
809.8724	768000	5.9459158	7.4764062	7	9
809.8724	646000	5.9459174	7.4764062	3	5
820.9839	181000	5.7532468	7.263023	5	3
821.3034	4380000	5.7532468	7.2624336	5	7
830.3313	516000	5.9315428	7.4243221	1	3
830.5596	928000	5.9319513	7.4243202	3	5
831.0264	924000	5.932788	7.4243186	5	7
834.612	1020000	5.9459136	7.4310388	5	7
834.612	1150000	5.9459158	7.4310388	7	9
834.612	959000	5.9459174	7.4310388	3	5
871.0175	797000	5.9315428	7.354593	1	3
871.2689	1070000	5.9319513	7.3545908	3	5
871.7825	1430000	5.932788	7.3545894	5	7
873.6021	1620000	5.9459136	7.364756	5	7
873.6021	1830000	5.9459158	7.364756	7	9
873.6021	1540000	5.9459174	7.364756	3	5
880.6757	12700000	4.3458029	5.7532468	3	5
892.3569	586000	5.3937259	6.782746	1	3
924.6499	299000	5.7532468	7.0937549	5	3
925.5778	7950000	5.7532468	7.0924123	5	7
941.4964	2880000	5.9459136	7.2624398	5	7
941.4964	3240000	5.9459158	7.2624398	7	9
941.4964	2720000	5.9459174	7.2624398	3	5
942.9814	1340000	5.9315428	7.2459929	1	3
943.2764	1810000	5.9319513	7.2459903	3	5
943.8783	2410000	5.932788	7.245989	5	7
966.554	244000	6.1182146	7.4006157	3	5
998.32	157000	5.9315428	7.1731323	1	3
998.6475	470000	5.9319513	7.1731323	3	3
999.3209	781000	5.932788	7.1731323	5	3
